Category,Title,Price,Rate
Health,Libertarianism for Beginners,51.33,Two
Health,It's Only the Himalayas,45.17,Two
Politics,A Light in the Attic,51.77,Three
Politics,Tipping the Velvet,53.74,One
Politics,Soumission,50.1,One
Politics,Sharp Objects,47.82,Four
Politics,Sapiens: A Brief History of Humankind,54.23,Five
Politics,The Requiem Red,22.65,One
Politics,The Dirty Little Secrets of Getting Your Dream Job,33.34,Four
Politics,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three
Politics,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four
Politics,The Black Maria,52.15,One
Politics,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two
Politics,Shakespeare's Sonnets,20.66,Four
Politics,Set Me Free,17.46,Five
Politics,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,Five
Politics,Rip it Up and Start Again,35.02,Five
Politics,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three
Politics,Olio,23.88,One
Politics,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One
Politics,Libertarianism for Beginners,51.33,Two
Politics,It's Only the Himalayas,45.17,Two
Cultural,A Light in the Attic,51.77,Three
Cultural,Tipping the Velvet,53.74,One
Cultural,Soumission,50.1,One
Cultural,Sharp Objects,47.82,Four
Cultural,Sapiens: A Brief History of Humankind,54.23,Five
Cultural,The Requiem Red,22.65,One
Cultural,The Dirty Little Secrets of Getting Your Dream Job,33.34,Four
Cultural,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three
Cultural,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four
Cultural,The Black Maria,52.15,One
Cultural,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two
Cultural,Shakespeare's Sonnets,20.66,Four
Cultural,Set Me Free,17.46,Five
Cultural,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,Five
Cultural,Rip it Up and Start Again,35.02,Five
Cultural,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three
Cultural,Olio,23.88,One
Cultural,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One
Cultural,Libertarianism for Beginners,51.33,Two
Cultural,It's Only the Himalayas,45.17,Two
Erotica,A Light in the Attic,51.77,Three
Erotica,Tipping the Velvet,53.74,One
Erotica,Soumission,50.1,One
Erotica,Sharp Objects,47.82,Four
Erotica,Sapiens: A Brief History of Humankind,54.23,Five
Erotica,The Requiem Red,22.65,One
Erotica,The Dirty Little Secrets of Getting Your Dream Job,33.34,Four
Erotica,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three
Erotica,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four
Erotica,The Black Maria,52.15,One
Erotica,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two
Erotica,Shakespeare's Sonnets,20.66,Four
Erotica,Set Me Free,17.46,Five
Erotica,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,Five
Erotica,Rip it Up and Start Again,35.02,Five
Erotica,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three
Erotica,Olio,23.88,One
Erotica,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One
Erotica,Libertarianism for Beginners,51.33,Two
Erotica,It's Only the Himalayas,45.17,Two
Crime,A Light in the Attic,51.77,Three
Crime,Tipping the Velvet,53.74,One
Crime,Soumission,50.1,One
Crime,Sharp Objects,47.82,Four
Crime,Sapiens: A Brief History of Humankind,54.23,Five
Crime,The Requiem Red,22.65,One
Crime,The Dirty Little Secrets of Getting Your Dream Job,33.34,Four
Crime,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three
Crime,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four
Crime,The Black Maria,52.15,One
Crime,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two
Crime,Shakespeare's Sonnets,20.66,Four
Crime,Set Me Free,17.46,Five
Crime,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,Five
Crime,Rip it Up and Start Again,35.02,Five
Crime,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three
Crime,Olio,23.88,One
Crime,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One
Crime,Libertarianism for Beginners,51.33,Two
Crime,It's Only the Himalayas,45.17,Two
